date,site,transect,quadrat,functional_group,percent_cover
12/01/88,Tektite,2,4,All coral,39.5
12/01/88,Tektite,2,5,All coral,48
12/01/88,Tektite,2,6,All coral,38.5
12/01/88,Tektite,2,7,All coral,53.5
12/01/88,Tektite,2,8,All coral,51
12/01/88,Tektite,2,9,All coral,43.5
12/01/88,Tektite,2,10,All coral,41
12/01/88,Tektite,3,1,All coral,38
12/01/88,Tektite,3,2,All coral,44
12/01/88,Tektite,3,3,All coral,41.5
12/01/88,Tektite,3,4,All coral,29
12/01/88,Tektite,3,5,All coral,23.5
12/01/88,Tektite,3,6,All coral,24.5
12/01/88,Tektite,3,7,All coral,36.5
12/01/88,Tektite,3,8,All coral,44.5
12/01/88,Tektite,3,9,All coral,45.5
12/01/88,Tektite,3,10,All coral,31.5
04/01/89,Tektite,1,1,All coral,31
04/01/89,Tektite,1,2,All coral,9.5
04/01/89,Tektite,1,3,All coral,9
04/01/89,Tektite,1,4,All coral,9
04/01/89,Tektite,1,5,All coral,13
04/01/89,Tektite,1,6,All coral,13
04/01/89,Tektite,1,7,All coral,41
04/01/89,Tektite,1,8,All coral,37
04/01/89,Tektite,1,9,All coral,26.5
04/01/89,Tektite,1,10,All coral,35.5
04/01/89,Tektite,2,1,All coral,22.5
04/01/89,Tektite,2,2,All coral,38.5
04/01/89,Tektite,2,3,All coral,17.5
04/01/89,Tektite,2,4,All coral,46
04/01/89,Tektite,2,5,All coral,46.5
04/01/89,Tektite,2,6,All coral,38.5
04/01/89,Tektite,2,7,All coral,60.5
04/01/89,Tektite,2,8,All coral,53
04/01/89,Tektite,2,9,All coral,63
04/01/89,Tektite,2,10,All coral,42.5
04/01/89,Tektite,3,1,All coral,38.5
04/01/89,Tektite,3,2,All coral,50
04/01/89,Tektite,3,3,All coral,51
04/01/89,Tektite,3,4,All coral,34
04/01/89,Tektite,3,5,All coral,26
04/01/89,Tektite,3,6,All coral,43
04/01/89,Tektite,3,7,All coral,55
04/01/89,Tektite,3,8,All coral,43
04/01/89,Tektite,3,9,All coral,47
04/01/89,Tektite,3,10,All coral,45
10/01/89,Tektite,1,1,All coral,24.5
10/01/89,Tektite,1,2,All coral,14.5
10/01/89,Tektite,1,3,All coral,18.5
10/01/89,Tektite,1,4,All coral,15.5
10/01/89,Tektite,1,5,All coral,35
10/01/89,Tektite,1,6,All coral,39
10/01/89,Tektite,1,7,All coral,39.5
10/01/89,Tektite,1,8,All coral,37.5
10/01/89,Tektite,1,9,All coral,34
10/01/89,Tektite,1,10,All coral,42.5
10/01/89,Tektite,2,1,All coral,26
10/01/89,Tektite,2,2,All coral,28
10/01/89,Tektite,2,3,All coral,16.5
10/01/89,Tektite,2,4,All coral,44
10/01/89,Tektite,2,5,All coral,54
10/01/89,Tektite,2,6,All coral,47
10/01/89,Tektite,2,7,All coral,67.5
10/01/89,Tektite,2,8,All coral,61.5
10/01/89,Tektite,2,9,All coral,55.5
10/01/89,Tektite,2,10,All coral,43.5
10/01/89,Tektite,3,1,All coral,34.5
10/01/89,Tektite,3,2,All coral,59
10/01/89,Tektite,3,3,All coral,38.5
10/01/89,Tektite,3,4,All coral,20.5
10/01/89,Tektite,3,5,All coral,26
10/01/89,Tektite,3,6,All coral,22.5
10/01/89,Tektite,3,7,All coral,55
10/01/89,Tektite,3,8,All coral,57
10/01/89,Tektite,3,9,All coral,46.5
10/01/89,Tektite,3,10,All coral,35.5
09/01/90,Tektite,1,1,All coral,31
09/01/90,Tektite,1,2,All coral,11
09/01/90,Tektite,1,3,All coral,19.5
09/01/90,Tektite,1,4,All coral,12.8
09/01/90,Tektite,1,5,All coral,28
09/01/90,Tektite,1,6,All coral,48
09/01/90,Tektite,1,7,All coral,38.5
09/01/90,Tektite,1,8,All coral,44.5
09/01/90,Tektite,1,9,All coral,30
09/01/90,Tektite,1,10,All coral,40.5
09/01/90,Tektite,2,1,All coral,20.5
09/01/90,Tektite,2,2,All coral,24.5
09/01/90,Tektite,2,3,All coral,21
09/01/90,Tektite,2,4,All coral,49.5
09/01/90,Tektite,2,5,All coral,57
09/01/90,Tektite,2,6,All coral,48.5
09/01/90,Tektite,2,7,All coral,69.5
09/01/90,Tektite,2,8,All coral,62
09/01/90,Tektite,2,9,All coral,51.5
09/01/90,Tektite,2,10,All coral,52
09/01/90,Tektite,3,1,All coral,25
09/01/90,Tektite,3,2,All coral,53
09/01/90,Tektite,3,3,All coral,50
09/01/90,Tektite,3,4,All coral,30.5
09/01/90,Tektite,3,5,All coral,29
09/01/90,Tektite,3,6,All coral,32
09/01/90,Tektite,3,7,All coral,51
09/01/90,Tektite,3,8,All coral,46
09/01/90,Tektite,3,9,All coral,48
09/01/90,Tektite,3,10,All coral,41.5
03/01/91,Tektite,1,1,All coral,21.5
03/01/91,Tektite,1,2,All coral,16.5
03/01/91,Tektite,1,3,All coral,27.6
03/01/91,Tektite,1,4,All coral,21.9
03/01/91,Tektite,1,5,All coral,38.5
03/01/91,Tektite,1,6,All coral,40
03/01/91,Tektite,1,7,All coral,40.5
03/01/91,Tektite,1,8,All coral,36.5
03/01/91,Tektite,1,9,All coral,18.5
03/01/91,Tektite,1,10,All coral,41.1
03/01/91,Tektite,2,1,All coral,16.5
03/01/91,Tektite,2,2,All coral,25
03/01/91,Tektite,2,3,All coral,17
03/01/91,Tektite,2,4,All coral,46.5
03/01/91,Tektite,2,5,All coral,56
03/01/91,Tektite,2,6,All coral,50
03/01/91,Tektite,2,7,All coral,70.8
03/01/91,Tektite,2,8,All coral,52.6
03/01/91,Tektite,2,9,All coral,61.5
03/01/91,Tektite,2,10,All coral,51
03/01/91,Tektite,3,1,All coral,32
03/01/91,Tektite,3,2,All coral,52.6
03/01/91,Tektite,3,3,All coral,56
03/01/91,Tektite,3,4,All coral,38.1
03/01/91,Tektite,3,5,All coral,28.5
03/01/91,Tektite,3,6,All coral,29.5
03/01/91,Tektite,3,7,All coral,50.3
03/01/91,Tektite,3,8,All coral,47.7
03/01/91,Tektite,3,9,All coral,41.2
03/01/91,Tektite,3,10,All coral,45.7
05/01/92,Tektite,2,1,All coral,20.5
05/01/92,Tektite,2,2,All coral,25.5
05/01/92,Tektite,2,3,All coral,26
05/01/92,Tektite,2,4,All coral,38
05/01/92,Tektite,2,5,All coral,57
05/01/92,Tektite,2,6,All coral,42.5
05/01/92,Tektite,2,7,All coral,55.5
05/01/92,Tektite,2,8,All coral,52
05/01/92,Tektite,2,9,All coral,48
05/01/92,Tektite,2,10,All coral,41
05/01/92,Tektite,3,1,All coral,30
05/01/92,Tektite,3,2,All coral,53
05/01/92,Tektite,3,3,All coral,24.5
05/01/92,Tektite,3,4,All coral,21.5
05/01/92,Tektite,3,5,All coral,28.5
05/01/92,Tektite,3,7,All coral,25.5
05/01/92,Tektite,3,8,All coral,53.5
05/01/92,Tektite,3,9,All coral,33
06/01/93,Tektite,1,1,All coral,16.3
06/01/93,Tektite,1,2,All coral,4
06/01/93,Tektite,1,3,All coral,22.7
06/01/93,Tektite,1,4,All coral,12.1
06/01/93,Tektite,1,5,All coral,45
06/01/93,Tektite,1,6,All coral,69.4
06/01/93,Tektite,1,7,All coral,53.7
06/01/93,Tektite,1,8,All coral,56.7
06/01/93,Tektite,1,9,All coral,28.4
06/01/93,Tektite,1,10,All coral,50.3
06/01/93,Tektite,2,1,All coral,13.3
06/01/93,Tektite,2,2,All coral,22.6
06/01/93,Tektite,2,3,All coral,22.2
06/01/93,Tektite,2,4,All coral,36.2
06/01/93,Tektite,2,5,All coral,73.7
06/01/93,Tektite,2,6,All coral,75.1
06/01/93,Tektite,2,7,All coral,73.6
06/01/93,Tektite,2,8,All coral,58.3
06/01/93,Tektite,2,9,All coral,47.4
06/01/93,Tektite,2,10,All coral,44.9
06/01/93,Tektite,3,1,All coral,21.2
06/01/93,Tektite,3,2,All coral,32.4
06/01/93,Tektite,3,3,All coral,56.1
06/01/93,Tektite,3,4,All coral,30
06/01/93,Tektite,3,5,All coral,26.2
06/01/93,Tektite,3,6,All coral,28
06/01/93,Tektite,3,7,All coral,29
06/01/93,Tektite,3,8,All coral,50.7
06/01/93,Tektite,3,9,All coral,37.6
06/01/93,Tektite,3,10,All coral,37.1
08/01/94,Tektite,1,1,All coral,22.6
08/01/94,Tektite,1,2,All coral,4.2
08/01/94,Tektite,1,3,All coral,8.4
08/01/94,Tektite,1,4,All coral,12.6
08/01/94,Tektite,1,5,All coral,50.5
08/01/94,Tektite,1,6,All coral,34.5
08/01/94,Tektite,1,7,All coral,34.5
08/01/94,Tektite,1,8,All coral,42.5
08/01/94,Tektite,1,9,All coral,44
08/01/94,Tektite,1,10,All coral,52.5
08/01/94,Tektite,2,1,All coral,23.5
08/01/94,Tektite,2,2,All coral,17
08/01/94,Tektite,2,3,All coral,23
08/01/94,Tektite,2,4,All coral,41
08/01/94,Tektite,2,5,All coral,71.1
08/01/94,Tektite,2,6,All coral,60.5
08/01/94,Tektite,2,7,All coral,64
08/01/94,Tektite,2,8,All coral,64
08/01/94,Tektite,2,9,All coral,56
08/01/94,Tektite,2,10,All coral,44.5
08/01/94,Tektite,3,1,All coral,36
08/01/94,Tektite,3,2,All coral,60.5
08/01/94,Tektite,3,3,All coral,42
08/01/94,Tektite,3,4,All coral,20
08/01/94,Tektite,3,5,All coral,34
08/01/94,Tektite,3,6,All coral,39
08/01/94,Tektite,3,7,All coral,46.5
08/01/94,Tektite,3,8,All coral,57.5
08/01/94,Tektite,3,9,All coral,47
08/01/94,Tektite,3,10,All coral,41.5
05/01/95,Tektite,1,1,All coral,29
05/01/95,Tektite,1,2,All coral,14
05/01/95,Tektite,1,3,All coral,26
05/01/95,Tektite,1,4,All coral,16.5
05/01/95,Tektite,1,5,All coral,45
05/01/95,Tektite,1,6,All coral,39
05/01/95,Tektite,1,7,All coral,42
05/01/95,Tektite,1,8,All coral,31
05/01/95,Tektite,1,9,All coral,29
05/01/95,Tektite,1,10,All coral,49.5
05/01/95,Tektite,2,1,All coral,26
05/01/95,Tektite,2,2,All coral,24
05/01/95,Tektite,2,3,All coral,37
05/01/95,Tektite,2,4,All coral,41.5
05/01/95,Tektite,2,5,All coral,56
05/01/95,Tektite,2,6,All coral,45
05/01/95,Tektite,2,7,All coral,66.5
05/01/95,Tektite,2,8,All coral,57.5
05/01/95,Tektite,2,9,All coral,47.5
05/01/95,Tektite,2,10,All coral,49.5
05/01/95,Tektite,3,1,All coral,30
05/01/95,Tektite,3,2,All coral,48
05/01/95,Tektite,3,3,All coral,34.5
05/01/95,Tektite,3,4,All coral,38
05/01/95,Tektite,3,5,All coral,34
05/01/95,Tektite,3,6,All coral,47.5
05/01/95,Tektite,3,7,All coral,43.5
05/01/95,Tektite,3,8,All coral,41
05/01/95,Tektite,3,9,All coral,39.5
05/01/95,Tektite,3,10,All coral,38
05/01/96,Tektite,1,1,All coral,38.5
05/01/96,Tektite,1,2,All coral,9.7
05/01/96,Tektite,1,3,All coral,16.9
05/01/96,Tektite,1,4,All coral,10.9
05/01/96,Tektite,1,5,All coral,42.2
05/01/96,Tektite,1,6,All coral,46.4
05/01/96,Tektite,1,7,All coral,39
05/01/96,Tektite,1,8,All coral,36.7
05/01/96,Tektite,1,9,All coral,26
05/01/96,Tektite,1,10,All coral,59.6
05/01/96,Tektite,1,11,All coral,18.5
05/01/96,Tektite,2,1,All coral,12.8
05/01/96,Tektite,2,2,All coral,20.8
05/01/96,Tektite,2,3,All coral,33.7
05/01/96,Tektite,2,4,All coral,34.2
05/01/96,Tektite,2,5,All coral,73.7
05/01/96,Tektite,2,6,All coral,59.8
05/01/96,Tektite,2,7,All coral,76.3
05/01/96,Tektite,2,8,All coral,52.4
05/01/96,Tektite,2,9,All coral,45.9
05/01/96,Tektite,2,10,All coral,44.6
05/01/96,Tektite,3,1,All coral,21.6
05/01/96,Tektite,3,2,All coral,41.7
05/01/96,Tektite,3,3,All coral,46.4
05/01/96,Tektite,3,4,All coral,22.6
05/01/96,Tektite,3,5,All coral,26.1
05/01/96,Tektite,3,6,All coral,42.2
05/01/96,Tektite,3,7,All coral,61.2
05/01/96,Tektite,3,8,All coral,46.7
05/01/96,Tektite,3,9,All coral,48.9
05/01/96,Tektite,3,10,All coral,50.5
08/01/97,Tektite,1,1,All coral,32.5
08/01/97,Tektite,1,2,All coral,11.5
08/01/97,Tektite,1,3,All coral,17.5
08/01/97,Tektite,1,4,All coral,16
08/01/97,Tektite,1,5,All coral,34.5
08/01/97,Tektite,1,6,All coral,37
08/01/97,Tektite,1,7,All coral,38
08/01/97,Tektite,1,8,All coral,47
08/01/97,Tektite,1,9,All coral,38
08/01/97,Tektite,1,10,All coral,53.5
08/01/97,Tektite,2,1,All coral,19.5
08/01/97,Tektite,2,2,All coral,34.5
08/01/97,Tektite,2,3,All coral,27
08/01/97,Tektite,2,4,All coral,47
08/01/97,Tektite,2,5,All coral,60.5
08/01/97,Tektite,2,6,All coral,51.5
08/01/97,Tektite,2,7,All coral,64.5
08/01/97,Tektite,2,8,All coral,59.5
08/01/97,Tektite,2,9,All coral,52
08/01/97,Tektite,2,10,All coral,55
08/01/97,Tektite,3,1,All coral,30
08/01/97,Tektite,3,2,All coral,53.5
08/01/97,Tektite,3,3,All coral,45.5
08/01/97,Tektite,3,4,All coral,28
08/01/97,Tektite,3,5,All coral,39
08/01/97,Tektite,3,6,All coral,45.5
08/01/97,Tektite,3,7,All coral,62.5
08/01/97,Tektite,3,8,All coral,44
08/01/97,Tektite,3,9,All coral,55
08/01/97,Tektite,3,10,All coral,50.5
08/01/98,Tektite,1,1,All coral,33.7
08/01/98,Tektite,1,2,All coral,15.6
08/01/98,Tektite,1,3,All coral,19.9
08/01/98,Tektite,1,4,All coral,16.3
08/01/98,Tektite,1,5,All coral,34.9
08/01/98,Tektite,1,6,All coral,41.4
08/01/98,Tektite,1,7,All coral,36.7
08/01/98,Tektite,1,8,All coral,51.9
08/01/98,Tektite,1,9,All coral,39.2
08/01/98,Tektite,1,10,All coral,57.2
08/01/98,Tektite,2,1,All coral,25.1
08/01/98,Tektite,2,2,All coral,37.4
08/01/98,Tektite,2,3,All coral,42.7
08/01/98,Tektite,2,4,All coral,37.4
08/01/98,Tektite,2,5,All coral,66.9
08/01/98,Tektite,2,6,All coral,53.4
08/01/98,Tektite,2,7,All coral,55.1
08/01/98,Tektite,2,8,All coral,67.2
08/01/98,Tektite,2,9,All coral,62.7
08/01/98,Tektite,2,10,All coral,66.9
08/01/98,Tektite,3,1,All coral,31.1
08/01/98,Tektite,3,2,All coral,60
08/01/98,Tektite,3,3,All coral,45.9
08/01/98,Tektite,3,4,All coral,26.6
08/01/98,Tektite,3,5,All coral,49.1
08/01/98,Tektite,3,6,All coral,50.3
08/01/98,Tektite,3,7,All coral,49.2
08/01/98,Tektite,3,8,All coral,39.3
08/01/98,Tektite,3,9,All coral,42
08/01/98,Tektite,3,10,All coral,46.2
08/01/99,Tektite,1,1,All coral,27.9
08/01/99,Tektite,1,2,All coral,15.6
08/01/99,Tektite,1,3,All coral,17
08/01/99,Tektite,1,4,All coral,11.1
08/01/99,Tektite,1,5,All coral,53.9
08/01/99,Tektite,1,6,All coral,33.2
08/01/99,Tektite,1,7,All coral,48.7
08/01/99,Tektite,1,8,All coral,36.1
08/01/99,Tektite,1,9,All coral,47.7
08/01/99,Tektite,1,10,All coral,40.7
08/01/99,Tektite,2,1,All coral,34.9
08/01/99,Tektite,2,2,All coral,34.5
08/01/99,Tektite,2,3,All coral,19.9
08/01/99,Tektite,2,4,All coral,43.9
08/01/99,Tektite,2,5,All coral,57.8
08/01/99,Tektite,2,6,All coral,50.8
08/01/99,Tektite,2,7,All coral,55.1
08/01/99,Tektite,2,8,All coral,63.5
08/01/99,Tektite,2,9,All coral,76.9
08/01/99,Tektite,2,10,All coral,60.5
08/01/99,Tektite,3,1,All coral,34.1
08/01/99,Tektite,3,2,All coral,67
08/01/99,Tektite,3,3,All coral,43.9
08/01/99,Tektite,3,4,All coral,33.5
08/01/99,Tektite,3,5,All coral,44.1
08/01/99,Tektite,3,6,All coral,51
08/01/99,Tektite,3,7,All coral,56.1
08/01/99,Tektite,3,8,All coral,51.5
08/01/99,Tektite,3,9,All coral,44.5
08/01/99,Tektite,3,10,All coral,49
08/01/00,Tektite,1,1,All coral,22.1
08/01/00,Tektite,1,2,All coral,10
08/01/00,Tektite,1,3,All coral,15.1
08/01/00,Tektite,1,4,All coral,12.5
08/01/00,Tektite,1,5,All coral,60.5
08/01/00,Tektite,1,6,All coral,39.5
08/01/00,Tektite,1,7,All coral,53.5
08/01/00,Tektite,1,8,All coral,44.7
08/01/00,Tektite,1,9,All coral,47.2
08/01/00,Tektite,1,10,All coral,42
08/01/00,Tektite,2,1,All coral,27
08/01/00,Tektite,2,2,All coral,22.7
08/01/00,Tektite,2,3,All coral,22
08/01/00,Tektite,2,4,All coral,38
08/01/00,Tektite,2,5,All coral,72.5
08/01/00,Tektite,2,6,All coral,47.5
08/01/00,Tektite,2,7,All coral,57.5
08/01/00,Tektite,2,8,All coral,49
08/01/00,Tektite,2,9,All coral,64
08/01/00,Tektite,2,10,All coral,51
08/01/00,Tektite,3,1,All coral,29
08/01/00,Tektite,3,2,All coral,77.5
08/01/00,Tektite,3,3,All coral,56.3
08/01/00,Tektite,3,4,All coral,37
08/01/00,Tektite,3,5,All coral,47.5
08/01/00,Tektite,3,6,All coral,48.5
08/01/00,Tektite,3,7,All coral,59
08/01/00,Tektite,3,8,All coral,49
08/01/00,Tektite,3,9,All coral,52
08/01/00,Tektite,3,10,All coral,38.6
08/01/01,Tektite,1,1,All coral,36.1
08/01/01,Tektite,1,2,All coral,14.4
08/01/01,Tektite,1,3,All coral,17.9
08/01/01,Tektite,1,4,All coral,22
08/01/01,Tektite,1,5,All coral,47.8
08/01/01,Tektite,1,6,All coral,38.4
08/01/01,Tektite,1,7,All coral,52.5
08/01/01,Tektite,1,8,All coral,41.8
08/01/01,Tektite,1,9,All coral,50.8
08/01/01,Tektite,1,10,All coral,39.4
08/01/01,Tektite,2,1,All coral,24.2
08/01/01,Tektite,2,2,All coral,28.6
08/01/01,Tektite,2,3,All coral,28.4
08/01/01,Tektite,2,4,All coral,35.2
08/01/01,Tektite,2,5,All coral,74.1
08/01/01,Tektite,2,6,All coral,56.9
08/01/01,Tektite,2,7,All coral,50.8
08/01/01,Tektite,2,8,All coral,48.7
08/01/01,Tektite,2,9,All coral,55.3
08/01/01,Tektite,2,10,All coral,64.5
08/01/01,Tektite,3,1,All coral,22.7
08/01/01,Tektite,3,2,All coral,70.3
08/01/01,Tektite,3,3,All coral,57.8
08/01/01,Tektite,3,4,All coral,34.7
08/01/01,Tektite,3,5,All coral,42.3
08/01/01,Tektite,3,6,All coral,47.5
08/01/01,Tektite,3,7,All coral,59
08/01/01,Tektite,3,8,All coral,41.7
08/01/01,Tektite,3,9,All coral,61.6
08/01/01,Tektite,3,10,All coral,48.1
08/01/02,Tektite,1,1,All coral,38.7
08/01/02,Tektite,1,2,All coral,22.7
08/01/02,Tektite,1,3,All coral,24.5
08/01/02,Tektite,1,4,All coral,23
08/01/02,Tektite,1,5,All coral,63
08/01/02,Tektite,1,6,All coral,56
08/01/02,Tektite,1,7,All coral,62.8
08/01/02,Tektite,1,8,All coral,62.4
08/01/02,Tektite,1,9,All coral,53.8
08/01/02,Tektite,1,10,All coral,46.4
08/01/02,Tektite,2,1,All coral,26.5
08/01/02,Tektite,2,2,All coral,26.9
08/01/02,Tektite,2,3,All coral,34.9
08/01/02,Tektite,2,4,All coral,33.3
08/01/02,Tektite,2,5,All coral,76.3
08/01/02,Tektite,2,6,All coral,74.6
08/01/02,Tektite,2,7,All coral,59.7
08/01/02,Tektite,2,8,All coral,54.7
08/01/02,Tektite,2,9,All coral,54
08/01/02,Tektite,2,10,All coral,56.2
08/01/02,Tektite,3,1,All coral,40.5
08/01/02,Tektite,3,2,All coral,74.6
08/01/02,Tektite,3,3,All coral,62.1
08/01/02,Tektite,3,4,All coral,32.7
08/01/02,Tektite,3,5,All coral,48.2
08/01/02,Tektite,3,6,All coral,50
08/01/02,Tektite,3,7,All coral,45.4
08/01/02,Tektite,3,8,All coral,43.4
08/01/02,Tektite,3,9,All coral,65.6
08/01/02,Tektite,3,10,All coral,50
08/01/03,Tektite,1,1,All coral,38.9
08/01/03,Tektite,1,2,All coral,21.4
08/01/03,Tektite,1,3,All coral,27.1
08/01/03,Tektite,1,4,All coral,27.6
08/01/03,Tektite,1,5,All coral,53.8
08/01/03,Tektite,1,6,All coral,43.4
08/01/03,Tektite,1,7,All coral,61.5
08/01/03,Tektite,1,8,All coral,55.1
08/01/03,Tektite,1,9,All coral,49.2
08/01/03,Tektite,1,10,All coral,29.8
08/01/03,Tektite,2,1,All coral,17.7
08/01/03,Tektite,2,2,All coral,17.2
08/01/03,Tektite,2,3,All coral,29.1
08/01/03,Tektite,2,4,All coral,48.7
08/01/03,Tektite,2,5,All coral,67.5
08/01/03,Tektite,2,6,All coral,64.4
08/01/03,Tektite,2,7,All coral,66.7
08/01/03,Tektite,2,8,All coral,61.6
08/01/03,Tektite,2,9,All coral,52.5
08/01/03,Tektite,2,10,All coral,53
08/01/03,Tektite,3,1,All coral,36.9
08/01/03,Tektite,3,2,All coral,66.2
08/01/03,Tektite,3,3,All coral,56.9
08/01/03,Tektite,3,4,All coral,42.6
08/01/03,Tektite,3,5,All coral,47.2
08/01/03,Tektite,3,6,All coral,56.3
08/01/03,Tektite,3,7,All coral,63.5
08/01/03,Tektite,3,8,All coral,47.7
08/01/03,Tektite,3,9,All coral,53
08/01/03,Tektite,3,10,All coral,56
08/01/04,Tektite,1,1,All coral,38.6
08/01/04,Tektite,1,2,All coral,25.6
08/01/04,Tektite,1,3,All coral,21.9
08/01/04,Tektite,1,4,All coral,20.9
08/01/04,Tektite,1,5,All coral,42.3
08/01/04,Tektite,1,6,All coral,42.3
08/01/04,Tektite,1,7,All coral,42.4
08/01/04,Tektite,1,8,All coral,45.5
08/01/04,Tektite,1,9,All coral,52.4
08/01/04,Tektite,1,10,All coral,50.3
08/01/04,Tektite,2,1,All coral,8.5
08/01/04,Tektite,2,2,All coral,19.6
08/01/04,Tektite,2,3,All coral,19.5
08/01/04,Tektite,2,4,All coral,24.1
08/01/04,Tektite,2,5,All coral,41.1
08/01/04,Tektite,2,6,All coral,75.6
08/01/04,Tektite,2,7,All coral,46.8
08/01/04,Tektite,2,8,All coral,48.6
08/01/04,Tektite,2,9,All coral,51.5
08/01/04,Tektite,2,10,All coral,53.6
08/01/04,Tektite,3,1,All coral,33.1
08/01/04,Tektite,3,2,All coral,58.3
08/01/04,Tektite,3,3,All coral,36.8
08/01/04,Tektite,3,4,All coral,25.9
08/01/04,Tektite,3,5,All coral,47.9
08/01/04,Tektite,3,6,All coral,51.9
08/01/04,Tektite,3,7,All coral,64.9
08/01/04,Tektite,3,8,All coral,42
08/01/04,Tektite,3,9,All coral,48.2
08/01/04,Tektite,3,10,All coral,42.6
08/01/05,Tektite,1,1,All coral,38.7
08/01/05,Tektite,1,2,All coral,23.7
08/01/05,Tektite,1,3,All coral,33.3
08/01/05,Tektite,1,4,All coral,21.9
08/01/05,Tektite,1,5,All coral,53.3
08/01/05,Tektite,1,6,All coral,32.6
08/01/05,Tektite,1,7,All coral,50
08/01/05,Tektite,1,8,All coral,39.5
08/01/05,Tektite,1,9,All coral,49.1
08/01/05,Tektite,1,10,All coral,34.3
08/01/05,Tektite,2,1,All coral,3.6
08/01/05,Tektite,2,2,All coral,19.8
08/01/05,Tektite,2,3,All coral,25
08/01/05,Tektite,2,4,All coral,38.8
08/01/05,Tektite,2,5,All coral,64.1
08/01/05,Tektite,2,6,All coral,55.3
08/01/05,Tektite,2,7,All coral,54.7
08/01/05,Tektite,2,8,All coral,56.3
08/01/05,Tektite,2,9,All coral,53.8
08/01/05,Tektite,2,10,All coral,63.7
08/01/05,Tektite,3,1,All coral,32.2
08/01/05,Tektite,3,2,All coral,57.6
08/01/05,Tektite,3,3,All coral,46
08/01/05,Tektite,3,4,All coral,31.6
08/01/05,Tektite,3,5,All coral,48.2
08/01/05,Tektite,3,6,All coral,41.9
08/01/05,Tektite,3,7,All coral,57.3
08/01/05,Tektite,3,8,All coral,42.6
08/01/05,Tektite,3,9,All coral,46.3
08/01/05,Tektite,3,10,All coral,43.9
08/01/06,Tektite,1,1,All coral,22.4
08/01/06,Tektite,1,2,All coral,10.4
08/01/06,Tektite,1,3,All coral,29.1
08/01/06,Tektite,1,4,All coral,16.2
08/01/06,Tektite,1,5,All coral,38.4
08/01/06,Tektite,1,6,All coral,22.6
08/01/06,Tektite,1,7,All coral,24
08/01/06,Tektite,1,8,All coral,27.6
08/01/06,Tektite,1,9,All coral,33.3
08/01/06,Tektite,1,10,All coral,48.4
08/01/06,Tektite,2,1,All coral,25.5
08/01/06,Tektite,2,2,All coral,29.5
08/01/06,Tektite,2,3,All coral,22.3
08/01/06,Tektite,2,4,All coral,28.1
08/01/06,Tektite,2,5,All coral,57.4
08/01/06,Tektite,2,6,All coral,49
08/01/06,Tektite,2,7,All coral,56.3
08/01/06,Tektite,2,8,All coral,33
08/01/06,Tektite,2,9,All coral,22.2
08/01/06,Tektite,2,10,All coral,43.8
08/01/06,Tektite,3,1,All coral,15.4
08/01/06,Tektite,3,2,All coral,37.2
08/01/06,Tektite,3,3,All coral,55.6
08/01/06,Tektite,3,4,All coral,42
08/01/06,Tektite,3,5,All coral,35.9
08/01/06,Tektite,3,6,All coral,43
08/01/06,Tektite,3,7,All coral,48.9
08/01/06,Tektite,3,8,All coral,51
08/01/06,Tektite,3,9,All coral,28.9
08/01/06,Tektite,3,10,All coral,39.3
08/01/07,Tektite,1,1,All coral,13.8
08/01/07,Tektite,1,2,All coral,14.9
08/01/07,Tektite,1,3,All coral,19.3
08/01/07,Tektite,1,4,All coral,9.8
08/01/07,Tektite,1,5,All coral,26.6
08/01/07,Tektite,1,6,All coral,17.8
08/01/07,Tektite,1,7,All coral,13
08/01/07,Tektite,1,8,All coral,10.8
08/01/07,Tektite,1,9,All coral,36.2
08/01/07,Tektite,1,10,All coral,14.7
08/01/07,Tektite,2,1,All coral,20
08/01/07,Tektite,2,2,All coral,12.2
08/01/07,Tektite,2,3,All coral,10.4
08/01/07,Tektite,2,4,All coral,33.7
08/01/07,Tektite,2,5,All coral,33.3
08/01/07,Tektite,2,6,All coral,34.8
08/01/07,Tektite,2,7,All coral,26.3
08/01/07,Tektite,2,8,All coral,19.5
08/01/07,Tektite,2,9,All coral,22.7
08/01/07,Tektite,2,10,All coral,41
08/01/07,Tektite,3,1,All coral,24.5
08/01/07,Tektite,3,2,All coral,23.3
08/01/07,Tektite,3,3,All coral,33.9
08/01/07,Tektite,3,4,All coral,29.5
08/01/07,Tektite,3,5,All coral,36.1
08/01/07,Tektite,3,6,All coral,20.8
08/01/07,Tektite,3,7,All coral,46.4
08/01/07,Tektite,3,8,All coral,32.1
08/01/07,Tektite,3,9,All coral,24.5
08/01/07,Tektite,3,10,All coral,27.5
08/01/08,Tektite,1,1,All coral,21.9
08/01/08,Tektite,1,2,All coral,22.6
08/01/08,Tektite,1,3,All coral,22.1
08/01/08,Tektite,1,4,All coral,18.5
08/01/08,Tektite,1,5,All coral,45.6
08/01/08,Tektite,1,6,All coral,25
08/01/08,Tektite,1,7,All coral,16.9
08/01/08,Tektite,1,8,All coral,15.8
08/01/08,Tektite,1,9,All coral,42.4
08/01/08,Tektite,1,10,All coral,33.3
08/01/08,Tektite,2,1,All coral,29.2
08/01/08,Tektite,2,2,All coral,20.8
08/01/08,Tektite,2,3,All coral,15.5
08/01/08,Tektite,2,4,All coral,40.6
08/01/08,Tektite,2,5,All coral,57.3
08/01/08,Tektite,2,6,All coral,45.7
