YEAR,SITE,REGION,BENTHIC_GROUP,FAMILY,GENUS,COVER
1998,19,7,OTHER GROUP,,,4.5
1998,20,7,HARD CORAL,FAVIIDAE,ECHINOPORA,0.1
1998,20,7,HARD CORAL,FAVIIDAE,FAVID SPP,0.8
1998,20,7,HARD CORAL,HARD CORAL OTHER,HARD CORAL OTHER,0.4
1998,20,7,HARD CORAL,ACROPORIDAE,MONTIPORA,2.9
1998,20,7,HARD CORAL,AGARICIIDAE,PAVONA,0.1
1998,20,7,HARD CORAL,PORITIDAE,PORITES,5.8
1998,20,7,HARD CORAL,POCILLOPORIDAE,SERIATOPORA,0.4
1998,20,7,SOFT CORAL,ALCYONIIDAE,LOBOPHYTUM and SINULARIA,0.6
1998,20,7,SOFT CORAL,SOFT CORAL OTHER,SOFT CORAL OTHER,0.2
1998,20,7,MACROALGAE and SPONGE,,,2.7
1998,20,7,TURF and CORALLINE ALGAE,,,82.5
1998,20,7,OTHER GROUP,,,3.5
1998,21,7,HARD CORAL,ACROPORIDAE,ACROPORA,0.300502513
1998,21,7,HARD CORAL,FAVIIDAE,FAVID SPP,0.300502513
1998,21,7,HARD CORAL,FUNGIIDAE,FUNGIA,0.1
1998,21,7,HARD CORAL,HARD CORAL OTHER,HARD CORAL OTHER,0.5
1998,21,7,HARD CORAL,ACROPORIDAE,MONTIPORA,1.103517588
1998,21,7,HARD CORAL,AGARICIIDAE,PAVONA,0.1
1998,21,7,HARD CORAL,PORITIDAE,PORITES,2.5
1998,21,7,HARD CORAL,POCILLOPORIDAE,SERIATOPORA,0.3
1998,21,7,SOFT CORAL,ALCYONIIDAE,LOBOPHYTUM and SINULARIA,1.401507538
1998,21,7,MACROALGAE and SPONGE,,,3.505025126
1998,21,7,TURF and CORALLINE ALGAE,,,87.58743719
1998,21,7,OTHER GROUP,,,2.301507538
1999,1,1,HARD CORAL,ACROPORIDAE,ACROPORA,0.197560976
1999,1,1,HARD CORAL,FAVIIDAE,FAVIA,0.195121951
1999,1,1,HARD CORAL,FAVIIDAE,FAVID SPP,0.097560976
1999,1,1,HARD CORAL,FUNGIIDAE,FUNGIA,0.1
1999,1,1,HARD CORAL,FAVIIDAE,GONIASTREA,0.195121951
1999,1,1,HARD CORAL,HARD CORAL OTHER,HARD CORAL OTHER,1.585365854
1999,1,1,HARD CORAL,ACROPORIDAE,MONTIPORA,0.495121951
1999,1,1,HARD CORAL,POCILLOPORIDAE,POCILLOPORA,0.895121951
1999,1,1,HARD CORAL,PORITIDAE,PORITES,6.33902439
1999,1,1,SOFT CORAL,ALCYONIIDAE,LOBOPHYTUM and SINULARIA,0.1
1999,1,1,SOFT CORAL,ALCYONIIDAE,SARCOPHYTON,0.2
1999,1,1,SOFT CORAL,SOFT CORAL OTHER,SOFT CORAL OTHER,1.87804878
1999,1,1,MACROALGAE and SPONGE,,,16.86829268
1999,1,1,TURF and CORALLINE ALGAE,,,66.2097561
1999,1,1,OTHER GROUP,,,4.643902439
1999,2,1,HARD CORAL,FAVIIDAE,FAVID SPP,0.1
1999,2,1,HARD CORAL,FUNGIIDAE,FUNGIA,0.1
1999,2,1,HARD CORAL,FAVIIDAE,GONIASTREA,0.3
1999,2,1,HARD CORAL,HARD CORAL OTHER,HARD CORAL OTHER,1.097560976
1999,2,1,HARD CORAL,ACROPORIDAE,ISOPORA,0.3
1999,2,1,HARD CORAL,ACROPORIDAE,MONTIPORA,1.4
1999,2,1,HARD CORAL,POCILLOPORIDAE,POCILLOPORA,0.1
1999,2,1,HARD CORAL,PORITIDAE,PORITES,3.687804878
1999,2,1,SOFT CORAL,ALCYONIIDAE,SARCOPHYTON,0.1
1999,2,1,SOFT CORAL,SOFT CORAL OTHER,SOFT CORAL OTHER,1.592682927
1999,2,1,MACROALGAE and SPONGE,,,16.41707317
1999,2,1,TURF and CORALLINE ALGAE,,,66.85853659
1999,2,1,OTHER GROUP,,,7.946341463
1999,3,1,HARD CORAL,FAVIIDAE,GONIASTREA,0.592682927
1999,3,1,HARD CORAL,HARD CORAL OTHER,HARD CORAL OTHER,0.795121951
1999,3,1,HARD CORAL,ACROPORIDAE,ISOPORA,0.2
1999,3,1,HARD CORAL,ACROPORIDAE,MONTIPORA,0.592682927
1999,3,1,HARD CORAL,PORITIDAE,PORITES,3.385365854
1999,3,1,SOFT CORAL,ALCYONIIDAE,SARCOPHYTON,0.3
1999,3,1,SOFT CORAL,SOFT CORAL OTHER,SOFT CORAL OTHER,1.1
1999,3,1,MACROALGAE and SPONGE,,,10.08292683
1999,3,1,TURF and CORALLINE ALGAE,,,70.84878049
1999,3,1,OTHER GROUP,,,12.10243902
1999,4,2,HARD CORAL,ACROPORIDAE,ACROPORA,0.143884892
1999,4,2,HARD CORAL,FAVIIDAE,ECHINOPORA,0.1
1999,4,2,HARD CORAL,FAVIIDAE,FAVIA,0.143884892
1999,4,2,HARD CORAL,FAVIIDAE,FAVID SPP,0.101522843
1999,4,2,HARD CORAL,FUNGIIDAE,FUNGIA,2.842314575
1999,4,2,HARD CORAL,FAVIIDAE,GONIASTREA,0.2
1999,4,2,HARD CORAL,HARD CORAL OTHER,HARD CORAL OTHER,0.2
1999,4,2,HARD CORAL,POCILLOPORIDAE,POCILLOPORA,0.143884892
1999,4,2,MACROALGAE and SPONGE,,,0.2
1999,4,2,TURF and CORALLINE ALGAE,,,94.84592265
1999,4,2,OTHER GROUP,,,1.078585254
1999,5,2,HARD CORAL,ACROPORIDAE,ACROPORA,0.3
1999,5,2,HARD CORAL,FAVIIDAE,ECHINOPORA,2
1999,5,2,HARD CORAL,FUNGIIDAE,FUNGIA,2.3
1999,5,2,HARD CORAL,FAVIIDAE,GONIASTREA,0.2
1999,5,2,HARD CORAL,HARD CORAL OTHER,HARD CORAL OTHER,1.5
1999,5,2,HARD CORAL,PORITIDAE,PORITES,0.5
1999,5,2,SOFT CORAL,SOFT CORAL OTHER,SOFT CORAL OTHER,0.1
1999,5,2,MACROALGAE and SPONGE,,,0.9
1999,5,2,TURF and CORALLINE ALGAE,,,91.1
1999,5,2,OTHER GROUP,,,1.1
1999,6,2,HARD CORAL,ACROPORIDAE,ACROPORA,0.3
1999,6,2,HARD CORAL,FAVIIDAE,ECHINOPORA,0.297560976
1999,6,2,HARD CORAL,FAVIIDAE,FAVIA,0.1
1999,6,2,HARD CORAL,FUNGIIDAE,FUNGIA,1.692682927
1999,6,2,HARD CORAL,FAVIIDAE,GONIASTREA,0.392682927
1999,6,2,HARD CORAL,HARD CORAL OTHER,HARD CORAL OTHER,1.195121951
1999,6,2,HARD CORAL,PORITIDAE,PORITES,1.390243902
1999,6,2,MACROALGAE and SPONGE,,,0.197560976
1999,6,2,TURF and CORALLINE ALGAE,,,91.04634146
1999,6,2,OTHER GROUP,,,3.387804878
1999,7,3,HARD CORAL,ACROPORIDAE,ACROPORA,5.7
1999,7,3,HARD CORAL,FAVIIDAE,FAVIA,0.2
1999,7,3,HARD CORAL,FAVIIDAE,FAVITES,0.1
1999,7,3,HARD CORAL,FUNGIIDAE,FUNGIA,0.2
1999,7,3,HARD CORAL,FAVIIDAE,GONIASTREA,1.7
1999,7,3,HARD CORAL,HARD CORAL OTHER,HARD CORAL OTHER,0.7
1999,7,3,HARD CORAL,ACROPORIDAE,ISOPORA,2
1999,7,3,HARD CORAL,ACROPORIDAE,MONTIPORA,0.5
1999,7,3,HARD CORAL,PORITIDAE,PORITES,3.3
1999,7,3,HARD CORAL,POCILLOPORIDAE,SERIATOPORA,0.5
1999,7,3,SOFT CORAL,ALCYONIIDAE,LOBOPHYTUM and SINULARIA,1.7
1999,7,3,SOFT CORAL,ALCYONIIDAE,SARCOPHYTON,0.4
1999,7,3,SOFT CORAL,SOFT CORAL OTHER,SOFT CORAL OTHER,2.6
1999,7,3,MACROALGAE and SPONGE,,,0.4
1999,7,3,TURF and CORALLINE ALGAE,,,65.2
1999,7,3,OTHER GROUP,,,14.8
1999,8,3,HARD CORAL,ACROPORIDAE,ACROPORA,15.375
1999,8,3,HARD CORAL,FAVIIDAE,FAVIA,0.125
1999,8,3,HARD CORAL,FUNGIIDAE,FUNGIA,0.375
1999,8,3,HARD CORAL,FAVIIDAE,GONIASTREA,1.375
1999,8,3,HARD CORAL,HARD CORAL OTHER,HARD CORAL OTHER,0.875
1999,8,3,HARD CORAL,ACROPORIDAE,ISOPORA,3.25
1999,8,3,HARD CORAL,ACROPORIDAE,MONTIPORA,1.375
1999,8,3,HARD CORAL,PORITIDAE,PORITES,5.625
1999,8,3,HARD CORAL,POCILLOPORIDAE,SERIATOPORA,0.5
1999,8,3,SOFT CORAL,ALCYONIIDAE,LOBOPHYTUM and SINULARIA,2
1999,8,3,SOFT CORAL,SOFT CORAL OTHER,SOFT CORAL OTHER,1.875
1999,8,3,MACROALGAE and SPONGE,,,0.375
1999,8,3,TURF and CORALLINE ALGAE,,,58.125
1999,8,3,OTHER GROUP,,,8.75
1999,9,3,HARD CORAL,ACROPORIDAE,ACROPORA,2.180487805
1999,9,3,HARD CORAL,FAVIIDAE,ECHINOPORA,0.097560976
1999,9,3,HARD CORAL,FAVIIDAE,FAVITES,0.297560976
1999,9,3,HARD CORAL,FUNGIIDAE,FUNGIA,0.097560976
1999,9,3,HARD CORAL,FAVIIDAE,GONIASTREA,0.790494059
1999,9,3,HARD CORAL,HARD CORAL OTHER,HARD CORAL OTHER,3.588555347
1999,9,3,HARD CORAL,ACROPORIDAE,ISOPORA,1.876110069
1999,9,3,HARD CORAL,ACROPORIDAE,MONTIPORA,0.297560976
1999,9,3,HARD CORAL,PORITIDAE,PORITES,5.367729831
1999,9,3,HARD CORAL,POCILLOPORIDAE,SERIATOPORA,0.1
1999,9,3,SOFT CORAL,ALCYONIIDAE,LOBOPHYTUM and SINULARIA,0.295121951
1999,9,3,SOFT CORAL,ALCYONIIDAE,SARCOPHYTON,0.502814259
1999,9,3,SOFT CORAL,SOFT CORAL OTHER,SOFT CORAL OTHER,2.896122577
1999,9,3,MACROALGAE and SPONGE,,,0.202564103
1999,9,3,TURF and CORALLINE ALGAE,,,74.85228268
1999,9,3,OTHER GROUP,,,6.557473421
1999,10,4,HARD CORAL,ACROPORIDAE,ACROPORA,1.295121951
1999,10,4,HARD CORAL,FAVIIDAE,FAVIA,0.397560976
1999,10,4,HARD CORAL,FAVIIDAE,FAVITES,0.097560976
1999,10,4,HARD CORAL,FAVIIDAE,GONIASTREA,1.292682927
1999,10,4,HARD CORAL,HARD CORAL OTHER,HARD CORAL OTHER,3.170731707
1999,10,4,HARD CORAL,ACROPORIDAE,MONTIPORA,0.097560976
1999,10,4,HARD CORAL,POCILLOPORIDAE,POCILLOPORA,0.497560976
1999,10,4,HARD CORAL,PORITIDAE,PORITES,8.834146341
1999,10,4,HARD CORAL,POCILLOPORIDAE,SERIATOPORA,0.890243902
1999,10,4,SOFT CORAL,ALCYONIIDAE,LOBOPHYTUM and SINULARIA,0.097560976
1999,10,4,SOFT CORAL,ALCYONIIDAE,SARCOPHYTON,0.3
1999,10,4,SOFT CORAL,SOFT CORAL OTHER,SOFT CORAL OTHER,4.156097561
1999,10,4,MACROALGAE and SPONGE,,,0.692682927
1999,10,4,TURF and CORALLINE ALGAE,,,66.61219512
1999,10,4,OTHER GROUP,,,11.56829268
1999,11,4,HARD CORAL,ACROPORIDAE,ACROPORA,1
1999,11,4,HARD CORAL,FUNGIIDAE,FUNGIA,0.2
1999,11,4,HARD CORAL,FAVIIDAE,GONIASTREA,0.395121951
1999,11,4,HARD CORAL,HARD CORAL OTHER,HARD CORAL OTHER,2.787804878
1999,11,4,HARD CORAL,ACROPORIDAE,ISOPORA,0.5
1999,11,4,HARD CORAL,ACROPORIDAE,MONTIPORA,1.292682927
1999,11,4,HARD CORAL,POCILLOPORIDAE,POCILLOPORA,0.097560976
1999,11,4,HARD CORAL,PORITIDAE,PORITES,9.748780488
1999,11,4,HARD CORAL,POCILLOPORIDAE,SERIATOPORA,0.1
1999,11,4,SOFT CORAL,ALCYONIIDAE,LOBOPHYTUM and SINULARIA,0.7
1999,11,4,SOFT CORAL,ALCYONIIDAE,SARCOPHYTON,0.795121951
1999,11,4,SOFT CORAL,SOFT CORAL OTHER,SOFT CORAL OTHER,5.775609756
1999,11,4,MACROALGAE and SPONGE,,,1.2
1999,11,4,TURF and CORALLINE ALGAE,,,71.43170732
1999,11,4,OTHER GROUP,,,3.975609756
1999,12,4,HARD CORAL,ACROPORIDAE,ACROPORA,0.2
1999,12,4,HARD CORAL,FAVIIDAE,GONIASTREA,0.805128205
1999,12,4,HARD CORAL,HARD CORAL OTHER,HARD CORAL OTHER,2.415384615
1999,12,4,HARD CORAL,ACROPORIDAE,MONTIPORA,2.812820513
1999,12,4,HARD CORAL,POCILLOPORIDAE,POCILLOPORA,0.2
1999,12,4,HARD CORAL,PORITIDAE,PORITES,11.95897436
1999,12,4,HARD CORAL,POCILLOPORIDAE,STYLOPHORA,0.102564103
1999,12,4,SOFT CORAL,ALCYONIIDAE,LOBOPHYTUM and SINULARIA,0.8
1999,12,4,SOFT CORAL,ALCYONIIDAE,SARCOPHYTON,0.3
1999,12,4,SOFT CORAL,SOFT CORAL OTHER,SOFT CORAL OTHER,7.871794872
1999,12,4,MACROALGAE and SPONGE,,,1.3
1999,12,4,TURF and CORALLINE ALGAE,,,57.48205128
1999,12,4,OTHER GROUP,,,13.75128205
1999,13,5,HARD CORAL,FAVIIDAE,GONIASTREA,0.2
1999,13,5,HARD CORAL,HARD CORAL OTHER,HARD CORAL OTHER,0.697560976
1999,13,5,HARD CORAL,PORITIDAE,PORITES,2.787804878
1999,13,5,SOFT CORAL,ALCYONIIDAE,LOBOPHYTUM and SINULARIA,0.3
1999,13,5,SOFT CORAL,ALCYONIIDAE,SARCOPHYTON,0.295121951
1999,13,5,SOFT CORAL,SOFT CORAL OTHER,SOFT CORAL OTHER,0.097560976
1999,13,5,TURF and CORALLINE ALGAE,,,94.32682927
1999,13,5,OTHER GROUP,,,1.295121951
1999,14,5,HARD CORAL,FAVIIDAE,GONIASTREA,0.2
1999,14,5,HARD CORAL,HARD CORAL OTHER,HARD CORAL OTHER,0.5
1999,14,5,HARD CORAL,PORITIDAE,PORITES,3.9
1999,14,5,SOFT CORAL,SOFT CORAL OTHER,SOFT CORAL OTHER,0.5
1999,14,5,MACROALGAE and SPONGE,,,1
1999,14,5,TURF and CORALLINE ALGAE,,,92.8
1999,14,5,OTHER GROUP,,,1.1
1999,15,5,HARD CORAL,FAVIIDAE,FAVID SPP,0.2
1999,15,5,HARD CORAL,FAVIIDAE,GONIASTREA,0.697560976
1999,15,5,HARD CORAL,HARD CORAL OTHER,HARD CORAL OTHER,1.492682927
1999,15,5,HARD CORAL,ACROPORIDAE,MONTIPORA,0.797560976
1999,15,5,HARD CORAL,PORITIDAE,PORITES,6.475609756
1999,15,5,SOFT CORAL,ALCYONIIDAE,LOBOPHYTUM and SINULARIA,0.1
1999,15,5,SOFT CORAL,SOFT CORAL OTHER,SOFT CORAL OTHER,0.197560976
1999,15,5,MACROALGAE and SPONGE,,,0.890243902
1999,15,5,TURF and CORALLINE ALGAE,,,87.24878049
1999,15,5,OTHER GROUP,,,1.9
1999,16,6,HARD CORAL,ACROPORIDAE,ACROPORA,0.1
1999,16,6,HARD CORAL,FAVIIDAE,FAVITES,0.1
1999,16,6,HARD CORAL,FUNGIIDAE,FUNGIA,0.1
1999,16,6,HARD CORAL,FAVIIDAE,GONIASTREA,0.1
1999,16,6,HARD CORAL,HARD CORAL OTHER,HARD CORAL OTHER,1.392682927
1999,16,6,HARD CORAL,PORITIDAE,PORITES,2.775609756
1999,16,6,SOFT CORAL,ALCYONIIDAE,LOBOPHYTUM and SINULARIA,0.3
1999,16,6,SOFT CORAL,SOFT CORAL OTHER,SOFT CORAL OTHER,0.6
1999,16,6,MACROALGAE and SPONGE,,,0.3
1999,16,6,TURF and CORALLINE ALGAE,,,92.04146341
1999,16,6,OTHER GROUP,,,2.190243902
2001,1,1,HARD CORAL,ACROPORIDAE,ACROPORA,0.487331281
2001,1,1,HARD CORAL,FAVIIDAE,FAVIA,0.389770305
2001,1,1,HARD CORAL,FAVIIDAE,FAVID SPP,0.097560976
2001,1,1,HARD CORAL,FUNGIIDAE,FUNGIA,0.097560976
2001,1,1,HARD CORAL,FAVIIDAE,GONIASTREA,0.292682927
2001,1,1,HARD CORAL,HARD CORAL OTHER,HARD CORAL OTHER,0.194174757
2001,1,1,HARD CORAL,ACROPORIDAE,MONTIPORA,5.557186834
2001,1,1,HARD CORAL,AGARICIIDAE,PAVONA,1.267345489
2001,1,1,HARD CORAL,POCILLOPORIDAE,POCILLOPORA,0.097560976
2001,1,1,HARD CORAL,PORITIDAE,PORITES,8.475964954
2001,1,1,HARD CORAL,POCILLOPORIDAE,SERIATOPORA,0.195121951
2001,1,1,SOFT CORAL,ALCYONIIDAE,LOBOPHYTUM and SINULARIA,1.265451101
2001,1,1,SOFT CORAL,ALCYONIIDAE,SARCOPHYTON,0.194648354
2001,1,1,SOFT CORAL,SOFT CORAL OTHER,SOFT CORAL OTHER,0.097087379
2001,1,1,MACROALGAE and SPONGE,,,0.681032441
2001,1,1,TURF and CORALLINE ALGAE,,,78.95192991
2001,1,1,OTHER GROUP,,,1.657589391
2001,2,1,HARD CORAL,ACROPORIDAE,ACROPORA,0.292682927
2001,2,1,HARD CORAL,FAVIIDAE,FAVIA,0.292682927
2001,2,1,HARD CORAL,FAVIIDAE,GONIASTREA,0.390243902
2001,2,1,HARD CORAL,HARD CORAL OTHER,HARD CORAL OTHER,0.585365854
2001,2,1,HARD CORAL,ACROPORIDAE,MONTIPORA,3.024390244
2001,2,1,HARD CORAL,AGARICIIDAE,PAVONA,0.780487805
2001,2,1,HARD CORAL,POCILLOPORIDAE,POCILLOPORA,0.390243902
2001,2,1,HARD CORAL,PORITIDAE,PORITES,5.658536585
2001,2,1,HARD CORAL,POCILLOPORIDAE,SERIATOPORA,0.097560976
2001,2,1,SOFT CORAL,ALCYONIIDAE,LOBOPHYTUM and SINULARIA,2.146341463
2001,2,1,SOFT CORAL,ALCYONIIDAE,SARCOPHYTON,0.390243902
2001,2,1,SOFT CORAL,SOFT CORAL OTHER,SOFT CORAL OTHER,2.341463415
2001,2,1,MACROALGAE and SPONGE,,,0.585365854
2001,2,1,TURF and CORALLINE ALGAE,,,80.68292683
2001,2,1,OTHER GROUP,,,2.341463415
2001,3,1,HARD CORAL,ACROPORIDAE,ACROPORA,0.292682927
2001,3,1,HARD CORAL,FAVIIDAE,FAVIA,0.097560976
2001,3,1,HARD CORAL,FAVIIDAE,FAVITES,0.097560976
2001,3,1,HARD CORAL,FAVIIDAE,GONIASTREA,0.87804878
2001,3,1,HARD CORAL,HARD CORAL OTHER,HARD CORAL OTHER,0.682926829
2001,3,1,HARD CORAL,ACROPORIDAE,MONTIPORA,1.268292683
2001,3,1,HARD CORAL,AGARICIIDAE,PAVONA,0.097560976
2001,3,1,HARD CORAL,PORITIDAE,PORITES,6.146341463
2001,3,1,HARD CORAL,POCILLOPORIDAE,SERIATOPORA,0.097560976
2001,3,1,SOFT CORAL,ALCYONIIDAE,LOBOPHYTUM and SINULARIA,0.780487805
2001,3,1,SOFT CORAL,ALCYONIIDAE,SARCOPHYTON,0.292682927
2001,3,1,SOFT CORAL,SOFT CORAL OTHER,SOFT CORAL OTHER,0.780487805
2001,3,1,MACROALGAE and SPONGE,,,3.707317073
2001,3,1,TURF and CORALLINE ALGAE,,,79.02439024
2001,3,1,OTHER GROUP,,,5.756097561
2001,4,2,HARD CORAL,ACROPORIDAE,ACROPORA,1.756097561
2001,4,2,HARD CORAL,FAVIIDAE,ECHINOPORA,0.195121951
2001,4,2,HARD CORAL,FAVIIDAE,FAVIA,0.097560976
2001,4,2,HARD CORAL,FUNGIIDAE,FUNGIA,3.707317073
2001,4,2,HARD CORAL,FAVIIDAE,GONIASTREA,0.195121951
2001,4,2,HARD CORAL,HARD CORAL OTHER,HARD CORAL OTHER,0.585365854
2001,4,2,HARD CORAL,ACROPORIDAE,MONTIPORA,0.195121951
2001,4,2,HARD CORAL,AGARICIIDAE,PAVONA,0.097560976
2001,4,2,HARD CORAL,PORITIDAE,PORITES,0.682926829
2001,4,2,HARD CORAL,POCILLOPORIDAE,SERIATOPORA,0.682926829
2001,4,2,SOFT CORAL,ALCYONIIDAE,LOBOPHYTUM and SINULARIA,0.097560976
2001,4,2,SOFT CORAL,SOFT CORAL OTHER,SOFT CORAL OTHER,0.195121951
2001,4,2,MACROALGAE and SPONGE,,,1.073170732
2001,4,2,TURF and CORALLINE ALGAE,,,89.17073171
2001,4,2,OTHER GROUP,,,1.268292683
2001,5,2,HARD CORAL,ACROPORIDAE,ACROPORA,0.980487805
2001,5,2,HARD CORAL,FAVIIDAE,ECHINOPORA,6.258536585
2001,5,2,HARD CORAL,FAVIIDAE,FAVIA,0.1
2001,5,2,HARD CORAL,FUNGIIDAE,FUNGIA,3.346341463
2001,5,2,HARD CORAL,FAVIIDAE,GONIASTREA,0.195121951
2001,5,2,HARD CORAL,HARD CORAL OTHER,HARD CORAL OTHER,0.587804878
2001,5,2,HARD CORAL,ACROPORIDAE,MONTIPORA,1.570731707
2001,5,2,HARD CORAL,AGARICIIDAE,PAVONA,0.487804878
2001,5,2,HARD CORAL,PORITIDAE,PORITES,2.063414634
2001,5,2,HARD CORAL,POCILLOPORIDAE,SERIATOPORA,1.075609756
2001,5,2,SOFT CORAL,ALCYONIIDAE,SARCOPHYTON,0.097560976
2001,5,2,SOFT CORAL,SOFT CORAL OTHER,SOFT CORAL OTHER,0.197560976
2001,5,2,MACROALGAE and SPONGE,,,3.529268293
2001,5,2,TURF and CORALLINE ALGAE,,,77.44878049
2001,5,2,OTHER GROUP,,,2.06097561
2001,6,2,HARD CORAL,ACROPORIDAE,ACROPORA,0.968641115
2001,6,2,HARD CORAL,FAVIIDAE,ECHINOPORA,0.968641115
2001,6,2,HARD CORAL,FAVIIDAE,FAVIA,0.097560976
2001,6,2,HARD CORAL,FUNGIIDAE,FUNGIA,2.527293844
2001,6,2,HARD CORAL,FAVIIDAE,GONIASTREA,0.292682927
2001,6,2,HARD CORAL,HARD CORAL OTHER,HARD CORAL OTHER,1.261324042
2001,6,2,HARD CORAL,ACROPORIDAE,MONTIPORA,1.458768873
2001,6,2,HARD CORAL,AGARICIIDAE,PAVONA,0.195121951
2001,6,2,HARD CORAL,POCILLOPORIDAE,POCILLOPORA,0.097560976
2001,6,2,HARD CORAL,PORITIDAE,PORITES,1.166085947
2001,6,2,HARD CORAL,POCILLOPORIDAE,SERIATOPORA,0.285714286
2001,6,2,HARD CORAL,POCILLOPORIDAE,STYLOPHORA,0.097560976
2001,6,2,SOFT CORAL,SOFT CORAL OTHER,SOFT CORAL OTHER,0.097560976
2001,6,2,MACROALGAE and SPONGE,,,1.554006969
2001,6,2,TURF and CORALLINE ALGAE,,,85.42624855
2001,6,2,OTHER GROUP,,,3.505226481
2001,7,3,HARD CORAL,ACROPORIDAE,ACROPORA,2.243902439
2001,7,3,HARD CORAL,FUNGIIDAE,FUNGIA,0.097560976
2001,7,3,HARD CORAL,FAVIIDAE,GONIASTREA,1.951219512
2001,7,3,HARD CORAL,HARD CORAL OTHER,HARD CORAL OTHER,0.487804878
2001,7,3,HARD CORAL,ACROPORIDAE,ISOPORA,1.756097561
2001,7,3,HARD CORAL,ACROPORIDAE,MONTIPORA,2.926829268
2001,7,3,HARD CORAL,AGARICIIDAE,PAVONA,0.487804878
2001,7,3,HARD CORAL,PORITIDAE,PORITES,5.756097561
2001,7,3,HARD CORAL,POCILLOPORIDAE,SERIATOPORA,0.585365854
2001,7,3,SOFT CORAL,ALCYONIIDAE,LOBOPHYTUM and SINULARIA,3.12195122
2001,7,3,SOFT CORAL,ALCYONIIDAE,SARCOPHYTON,0.097560976
2001,7,3,MACROALGAE and SPONGE,,,0.585365854
2001,7,3,TURF and CORALLINE ALGAE,,,74.63414634
2001,7,3,OTHER GROUP,,,5.268292683
2001,8,3,HARD CORAL,ACROPORIDAE,ACROPORA,2.731707317
2001,8,3,HARD CORAL,FAVIIDAE,FAVIA,0.87804878
2001,8,3,HARD CORAL,FAVIIDAE,FAVITES,0.195121951
2001,8,3,HARD CORAL,FUNGIIDAE,FUNGIA,0.097560976
2001,8,3,HARD CORAL,FAVIIDAE,GONIASTREA,1.56097561
2001,8,3,HARD CORAL,HARD CORAL OTHER,HARD CORAL OTHER,1.073170732
2001,8,3,HARD CORAL,ACROPORIDAE,ISOPORA,10.43902439
2001,8,3,HARD CORAL,ACROPORIDAE,MONTIPORA,2.43902439
2001,8,3,HARD CORAL,AGARICIIDAE,PAVONA,0.195121951
2001,8,3,HARD CORAL,PORITIDAE,PORITES,4.487804878
2001,8,3,HARD CORAL,POCILLOPORIDAE,SERIATOPORA,0.585365854
2001,8,3,SOFT CORAL,ALCYONIIDAE,LOBOPHYTUM and SINULARIA,2.634146341
2001,8,3,SOFT CORAL,ALCYONIIDAE,SARCOPHYTON,0.195121951
2001,8,3,SOFT CORAL,SOFT CORAL OTHER,SOFT CORAL OTHER,0.097560976
2001,8,3,MACROALGAE and SPONGE,,,0.195121951
2001,8,3,TURF and CORALLINE ALGAE,,,70.73170732
2001,8,3,OTHER GROUP,,,1.463414634
2001,9,3,HARD CORAL,ACROPORIDAE,ACROPORA,1.463414634
2001,9,3,HARD CORAL,FAVIIDAE,FAVIA,0.195121951
2001,9,3,HARD CORAL,FAVIIDAE,GONIASTREA,1.853658537
2001,9,3,HARD CORAL,HARD CORAL OTHER,HARD CORAL OTHER,0.975609756
2001,9,3,HARD CORAL,ACROPORIDAE,ISOPORA,1.56097561
2001,9,3,HARD CORAL,ACROPORIDAE,MONTIPORA,1.073170732
2001,9,3,HARD CORAL,PORITIDAE,PORITES,4.195121951
2001,9,3,HARD CORAL,POCILLOPORIDAE,STYLOPHORA,0.097560976
2001,9,3,SOFT CORAL,ALCYONIIDAE,LOBOPHYTUM and SINULARIA,3.219512195
2001,9,3,SOFT CORAL,ALCYONIIDAE,SARCOPHYTON,0.780487805
2001,9,3,SOFT CORAL,SOFT CORAL OTHER,SOFT CORAL OTHER,0.975609756
2001,9,3,MACROALGAE and SPONGE,,,0.097560976
2001,9,3,TURF and CORALLINE ALGAE,,,81.07317073
2001,9,3,OTHER GROUP,,,2.43902439
2001,10,4,HARD CORAL,ACROPORIDAE,ACROPORA,0.780487805
2001,10,4,HARD CORAL,FAVIIDAE,FAVIA,0.390243902
2001,10,4,HARD CORAL,FAVIIDAE,GONIASTREA,1.268292683
2001,10,4,HARD CORAL,HARD CORAL OTHER,HARD CORAL OTHER,0.292682927
2001,10,4,HARD CORAL,ACROPORIDAE,ISOPORA,0.585365854
2001,10,4,HARD CORAL,ACROPORIDAE,MONTIPORA,4.097560976
2001,10,4,HARD CORAL,AGARICIIDAE,PAVONA,0.780487805
2001,10,4,HARD CORAL,POCILLOPORIDAE,POCILLOPORA,0.292682927
2001,10,4,HARD CORAL,PORITIDAE,PORITES,11.12195122
2001,10,4,HARD CORAL,POCILLOPORIDAE,SERIATOPORA,1.268292683
2001,10,4,HARD CORAL,POCILLOPORIDAE,STYLOPHORA,0.097560976
2001,10,4,SOFT CORAL,ALCYONIIDAE,LOBOPHYTUM and SINULARIA,3.804878049
2001,10,4,SOFT CORAL,ALCYONIIDAE,SARCOPHYTON,1.170731707
2001,10,4,SOFT CORAL,SOFT CORAL OTHER,SOFT CORAL OTHER,0.87804878
2001,10,4,MACROALGAE and SPONGE,,,0.585365854
2001,10,4,TURF and CORALLINE ALGAE,,,67.90243902
2001,10,4,OTHER GROUP,,,4.682926829
2001,11,4,HARD CORAL,ACROPORIDAE,ACROPORA,0.195121951
