site,quadrat,year,image_id,functional_group,percent_cover
East Tektite,16,2006,DSC_0500,percentCover_CTB,31.4
East Tektite,17,2006,DSC_0501,percentCover_CTB,18.4
East Tektite,18,2006,DSC_0502,percentCover_CTB,41.7
East Tektite,19,2006,DSC_0503,percentCover_CTB,72.8
East Tektite,20,2006,DSC_0504,percentCover_CTB,23.4
East Tektite,21,2006,DSC_0505,percentCover_CTB,39.1
East Tektite,22,2006,DSC_0506,percentCover_CTB,59.8
East Tektite,23,2006,DSC_0507,percentCover_CTB,70
East Tektite,24,2006,DSC_0508,percentCover_CTB,11.2
East Tektite,25,2006,DSC_0509,percentCover_CTB,28.8
East Tektite,26,2006,DSC_0510,percentCover_CTB,30.3
East Tektite,27,2006,DSC_0511,percentCover_CTB,47.7
East Tektite,28,2006,DSC_0512,percentCover_CTB,22.5
East Tektite,29,2006,DSC_0513,percentCover_CTB,66.5
East Tektite,30,2006,DSC_0514,percentCover_CTB,42.6
East Tektite,31,2006,DSC_0515,percentCover_CTB,19.4
East Tektite,32,2006,DSC_0516,percentCover_CTB,36
East Tektite,33,2006,DSC_0517,percentCover_CTB,48.5
East Tektite,34,2006,DSC_0518,percentCover_CTB,25
East Tektite,35,2006,DSC_0519,percentCover_CTB,13
East Tektite,36,2006,DSC_0520,percentCover_CTB,25.5
East Tektite,37,2006,DSC_0521,percentCover_CTB,23.2
East Tektite,38,2006,DSC_0522,percentCover_CTB,20.5
East Tektite,39,2006,DSC_0523,percentCover_CTB,42.8
Europa Bay,1,2006,DSC_0567,percentCover_CTB,68.7
Europa Bay,2,2006,DSC_0568,percentCover_CTB,14.4
Europa Bay,3,2006,DSC_0569,percentCover_CTB,65.3
Europa Bay,4,2006,DSC_0570,percentCover_CTB,62.3
Europa Bay,5,2006,DSC_0571,percentCover_CTB,38.7
Europa Bay,6,2006,DSC_0572,percentCover_CTB,29.2
Europa Bay,7,2006,DSC_0573,percentCover_CTB,55.6
Europa Bay,8,2006,DSC_0574,percentCover_CTB,57.9
Europa Bay,9,2006,DSC_0575,percentCover_CTB,69.3
Europa Bay,10,2006,DSC_0576,percentCover_CTB,45.3
Europa Bay,11,2006,DSC_0577,percentCover_CTB,28.9
Europa Bay,12,2006,DSC_0578,percentCover_CTB,41.3
Europa Bay,13,2006,DSC_0579,percentCover_CTB,45.3
Europa Bay,14,2006,DSC_0580,percentCover_CTB,26
Europa Bay,15,2006,DSC_0581,percentCover_CTB,32.5
Europa Bay,16,2006,DSC_0582,percentCover_CTB,22.8
Europa Bay,17,2006,DSC_0583,percentCover_CTB,37.1
Europa Bay,18,2006,DSC_0584,percentCover_CTB,50.3
Europa Bay,19,2006,DSC_0585,percentCover_CTB,49.5
Europa Bay,20,2006,DSC_0586,percentCover_CTB,45.9
Europa Bay,21,2006,DSC_0587,percentCover_CTB,39.4
Europa Bay,22,2006,DSC_0588,percentCover_CTB,36
Europa Bay,23,2006,DSC_0589,percentCover_CTB,23.4
Europa Bay,24,2006,DSC_0590,percentCover_CTB,60
Europa Bay,25,2006,DSC_0591,percentCover_CTB,44.9
Europa Bay,26,2006,DSC_0592,percentCover_CTB,34.7
Europa Bay,27,2006,DSC_0593,percentCover_CTB,26.8
Europa Bay,28,2006,DSC_0594,percentCover_CTB,76.7
Europa Bay,29,2006,DSC_0595,percentCover_CTB,36.8
Europa Bay,30,2006,DSC_0596,percentCover_CTB,38.5
Europa Bay,31,2006,DSC_0597,percentCover_CTB,33
Europa Bay,32,2006,DSC_0598,percentCover_CTB,33.2
Europa Bay,33,2006,DSC_0599,percentCover_CTB,32.3
Europa Bay,34,2006,DSC_0600,percentCover_CTB,30.9
Europa Bay,35,2006,DSC_0601,percentCover_CTB,19.6
Europa Bay,36,2006,DSC_0602,percentCover_CTB,47.7
Europa Bay,37,2006,DSC_0603,percentCover_CTB,20
Europa Bay,38,2006,DSC_0604,percentCover_CTB,48.7
Europa Bay,39,2006,DSC_0605,percentCover_CTB,31.6
Little Lameshur Bay,1,2006,DSC_0695,percentCover_CTB,69.6
Little Lameshur Bay,2,2006,DSC_0696,percentCover_CTB,37.7
Little Lameshur Bay,3,2006,DSC_0697,percentCover_CTB,44.7
Little Lameshur Bay,4,2006,DSC_0698,percentCover_CTB,11.8
Little Lameshur Bay,5,2006,DSC_0699,percentCover_CTB,24.7
Little Lameshur Bay,6,2006,DSC_0700,percentCover_CTB,72.7
Little Lameshur Bay,7,2006,DSC_0701,percentCover_CTB,89.2
Little Lameshur Bay,8,2006,DSC_0702,percentCover_CTB,86.7
Little Lameshur Bay,9,2006,DSC_0703,percentCover_CTB,71.4
Little Lameshur Bay,10,2006,DSC_0704,percentCover_CTB,20.9
Little Lameshur Bay,11,2006,DSC_0705,percentCover_CTB,48.1
Little Lameshur Bay,12,2006,DSC_0706,percentCover_CTB,77.1
Little Lameshur Bay,13,2006,DSC_0707,percentCover_CTB,59.5
Little Lameshur Bay,14,2006,DSC_0708,percentCover_CTB,47.1
Little Lameshur Bay,15,2006,DSC_0709,percentCover_CTB,31.3
Little Lameshur Bay,16,2006,DSC_0710,percentCover_CTB,49.5
Little Lameshur Bay,17,2006,DSC_0711,percentCover_CTB,41.1
Little Lameshur Bay,18,2006,DSC_0712,percentCover_CTB,35.2
Little Lameshur Bay,19,2006,DSC_0713,percentCover_CTB,56.1
Little Lameshur Bay,20,2006,DSC_0714,percentCover_CTB,52.8
Little Lameshur Bay,21,2006,DSC_0715,percentCover_CTB,47.5
Little Lameshur Bay,22,2006,DSC_0716,percentCover_CTB,32.3
Little Lameshur Bay,23,2006,DSC_0717,percentCover_CTB,44.5
Little Lameshur Bay,24,2006,DSC_0718,percentCover_CTB,22.6
Little Lameshur Bay,25,2006,DSC_0719,percentCover_CTB,26
Little Lameshur Bay,26,2006,DSC_0720,percentCover_CTB,52.5
Little Lameshur Bay,27,2006,DSC_0721,percentCover_CTB,43
Little Lameshur Bay,28,2006,DSC_0722,percentCover_CTB,33.5
Little Lameshur Bay,29,2006,DSC_0723,percentCover_CTB,33.9
Little Lameshur Bay,30,2006,DSC_0724,percentCover_CTB,53
Little Lameshur Bay,31,2006,DSC_0725,percentCover_CTB,48.2
Little Lameshur Bay,32,2006,DSC_0726,percentCover_CTB,36.6
Little Lameshur Bay,33,2006,DSC_0727,percentCover_CTB,29
Little Lameshur Bay,34,2006,DSC_0728,percentCover_CTB,42
Little Lameshur Bay,35,2006,DSC_0729,percentCover_CTB,40.8
Little Lameshur Bay,36,2006,DSC_0730,percentCover_CTB,38.1
Little Lameshur Bay,37,2006,DSC_0731,percentCover_CTB,42.1
Little Lameshur Bay,38,2006,DSC_0732,percentCover_CTB,39.7
Little Lameshur Bay,39,2006,DSC_0733,percentCover_CTB,40
Neptunes Table,1,2006,DSC_0526,percentCover_CTB,18.6
Neptunes Table,2,2006,DSC_0527,percentCover_CTB,32.3
Neptunes Table,3,2006,DSC_0528,percentCover_CTB,71.4
Neptunes Table,4,2006,DSC_0529,percentCover_CTB,38.1
Neptunes Table,5,2006,DSC_0530,percentCover_CTB,59.5
Neptunes Table,6,2006,DSC_0531,percentCover_CTB,56.4
Neptunes Table,7,2006,DSC_0532,percentCover_CTB,22.3
Neptunes Table,8,2006,DSC_0533,percentCover_CTB,49.5
Neptunes Table,9,2006,DSC_0534,percentCover_CTB,55
Neptunes Table,10,2006,DSC_0535,percentCover_CTB,40.8
Neptunes Table,11,2006,DSC_0536,percentCover_CTB,34.2
Neptunes Table,12,2006,DSC_0537,percentCover_CTB,52.6
Neptunes Table,13,2006,DSC_0538,percentCover_CTB,15.6
Neptunes Table,14,2006,DSC_0539,percentCover_CTB,33
Neptunes Table,15,2006,DSC_0540,percentCover_CTB,34.4
Neptunes Table,16,2006,DSC_0541,percentCover_CTB,41.8
Neptunes Table,17,2006,DSC_0542,percentCover_CTB,25.4
Neptunes Table,18,2006,DSC_0543,percentCover_CTB,9.7
Neptunes Table,19,2006,DSC_0544,percentCover_CTB,20.7
Neptunes Table,20,2006,DSC_0545,percentCover_CTB,30.8
Neptunes Table,21,2006,DSC_0546,percentCover_CTB,21.5
Neptunes Table,22,2006,DSC_0547,percentCover_CTB,46.4
Neptunes Table,23,2006,DSC_0548,percentCover_CTB,12.7
Neptunes Table,24,2006,DSC_0549,percentCover_CTB,22.9
Neptunes Table,25,2006,DSC_0550,percentCover_CTB,35.9
Neptunes Table,26,2006,DSC_0551,percentCover_CTB,33.2
Neptunes Table,27,2006,DSC_0552,percentCover_CTB,24.9
Neptunes Table,28,2006,DSC_0553,percentCover_CTB,41.8
Neptunes Table,29,2006,DSC_0554,percentCover_CTB,38
Neptunes Table,30,2006,DSC_0555,percentCover_CTB,34.4
Neptunes Table,31,2006,DSC_0556,percentCover_CTB,38.9
Neptunes Table,32,2006,DSC_0557,percentCover_CTB,33.5
Neptunes Table,33,2006,DSC_0558,percentCover_CTB,18.9
Neptunes Table,34,2006,DSC_0559,percentCover_CTB,8.4
Neptunes Table,35,2006,DSC_0560,percentCover_CTB,15.4
Neptunes Table,36,2006,DSC_0561,percentCover_CTB,27.1
Neptunes Table,37,2006,DSC_0562,percentCover_CTB,52
Neptunes Table,38,2006,DSC_0563,percentCover_CTB,33.5
Neptunes Table,39,2006,DSC_0564,percentCover_CTB,23.7
White Point,1,2006,DSC_0654,percentCover_CTB,27.6
White Point,2,2006,DSC_0655,percentCover_CTB,43.3
White Point,3,2006,DSC_0656,percentCover_CTB,21.5
White Point,4,2006,DSC_0657,percentCover_CTB,15.5
White Point,5,2006,DSC_0658,percentCover_CTB,35.2
White Point,6,2006,DSC_0659,percentCover_CTB,38.1
White Point,7,2006,DSC_0660,percentCover_CTB,13.6
White Point,8,2006,DSC_0661,percentCover_CTB,19.5
White Point,9,2006,DSC_0662,percentCover_CTB,31.8
White Point,10,2006,DSC_0663,percentCover_CTB,53.4
White Point,11,2006,DSC_0664,percentCover_CTB,42.7
White Point,12,2006,DSC_0665,percentCover_CTB,31.6
White Point,13,2006,DSC_0666,percentCover_CTB,33.3
White Point,14,2006,DSC_0667,percentCover_CTB,35.1
White Point,15,2006,DSC_0669,percentCover_CTB,43.1
White Point,16,2006,DSC_0670,percentCover_CTB,25.1
White Point,17,2006,DSC_0671,percentCover_CTB,3.6
White Point,18,2006,DSC_0672,percentCover_CTB,20.2
White Point,19,2006,DSC_0673,percentCover_CTB,29.5
White Point,20,2006,DSC_0674,percentCover_CTB,18.6
White Point,21,2006,DSC_0675,percentCover_CTB,20.6
White Point,22,2006,DSC_0676,percentCover_CTB,52.3
White Point,23,2006,DSC_0677,percentCover_CTB,41.1
White Point,24,2006,DSC_0678,percentCover_CTB,24.6
White Point,25,2006,DSC_0679,percentCover_CTB,22.2
White Point,26,2006,DSC_0680,percentCover_CTB,28.1
White Point,27,2006,DSC_0681,percentCover_CTB,33.7
White Point,28,2006,DSC_0682,percentCover_CTB,83.8
White Point,29,2006,DSC_0683,percentCover_CTB,44.3
White Point,30,2006,DSC_0684,percentCover_CTB,12.8
White Point,31,2006,DSC_0685,percentCover_CTB,23
White Point,32,2006,DSC_0686,percentCover_CTB,18.8
White Point,33,2006,DSC_0687,percentCover_CTB,35.6
White Point,34,2006,DSC_0688,percentCover_CTB,34.3
White Point,35,2006,DSC_0689,percentCover_CTB,21.2
White Point,36,2006,DSC_0690,percentCover_CTB,13.3
White Point,37,2006,DSC_0691,percentCover_CTB,31.5
White Point,38,2006,DSC_0692,percentCover_CTB,42.8
White Point,39,2006,DSC_0693,percentCover_CTB,38.3
Cabritte,1,2007,DSC_1313,All coral,3.6
Cabritte,2,2007,DSC_1336,All coral,2.9
Cabritte,3,2007,DSC_1337,All coral,9
Cabritte,4,2007,DSC_1312,All coral,2.1
Cabritte,5,2007,DSC_1335,All coral,0
Cabritte,6,2007,DSC_1342,All coral,2.5
Cabritte,7,2007,DSC_1317,All coral,5.7
Cabritte,8,2007,DSC_1329,All coral,0
Cabritte,9,2007,DSC_1311,All coral,4
Cabritte,10,2007,DSC_1319,All coral,0
Cabritte,11,2007,DSC_1332,All coral,8
Cabritte,12,2007,DSC_1333,All coral,0
Cabritte,13,2007,DSC_1341,All coral,7
Cabritte,14,2007,DSC_1318,All coral,9
Cabritte,15,2007,DSC_1310,All coral,13.3
Cabritte,16,2007,DSC_1340,All coral,2.5
Cabritte,17,2007,DSC_1324,All coral,12
Cabritte,18,2007,DSC_1334,All coral,7.2
Cabritte,19,2007,DSC_1322,All coral,0
Cabritte,20,2007,DSC_1327,All coral,18.8
Cabritte,21,2007,DSC_1315,All coral,0
Cabritte,22,2007,DSC_1314,All coral,0
Cabritte,23,2007,DSC_1308,All coral,0.6
Cabritte,24,2007,DSC_1316,All coral,0
Cabritte,25,2007,DSC_1338,All coral,0.5
Cabritte,26,2007,DSC_1309,All coral,0.6
Cabritte,27,2007,DSC_1321,All coral,1
Cabritte,28,2007,DSC_1326,All coral,5.7
Cabritte,29,2007,DSC_1339,All coral,2.1
Cabritte,30,2007,DSC_1320,All coral,7.7
Cabritte,31,2007,DSC_1328,All coral,0
Cabritte,32,2007,DSC_1330,All coral,21.7
Cabritte,33,2007,DSC_1331,All coral,0
Cabritte,34,2007,DSC_1323,All coral,9.2
Cabritte,35,2007,DSC_1325,All coral,4.1
East Tektite,1,2007,DSC_1219,All coral,28.4
East Tektite,2,2007,DSC_1220,All coral,2.6
East Tektite,3,2007,DSC_1226,All coral,16.8
East Tektite,4,2007,DSC_1251,All coral,0
East Tektite,5,2007,DSC_1225,All coral,0
East Tektite,6,2007,DSC_1248,All coral,6.6
East Tektite,7,2007,DSC_1230,All coral,0
East Tektite,8,2007,DSC_1242,All coral,0.5
East Tektite,9,2007,DSC_1224,All coral,4.2
East Tektite,10,2007,DSC_1232,All coral,0
East Tektite,11,2007,DSC_1245,All coral,5.5
East Tektite,12,2007,DSC_1246,All coral,0.5
East Tektite,13,2007,DSC_1249,All coral,18
East Tektite,14,2007,DSC_1231,All coral,0.5
East Tektite,15,2007,DSC_1257,All coral,1
East Tektite,16,2007,DSC_1223,All coral,7.1
East Tektite,17,2007,DSC_1237,All coral,0
East Tektite,18,2007,DSC_1247,All coral,0.5
East Tektite,19,2007,DSC_1250,All coral,5.5
East Tektite,20,2007,DSC_1256,All coral,0
East Tektite,21,2007,DSC_1218,All coral,24.7
East Tektite,22,2007,DSC_1235,All coral,1
East Tektite,23,2007,DSC_1240,All coral,2
East Tektite,24,2007,DSC_1228,All coral,0
East Tektite,25,2007,DSC_1227,All coral,0
East Tektite,26,2007,DSC_1252,All coral,9.5
East Tektite,27,2007,DSC_1253,All coral,7.5
East Tektite,28,2007,DSC_1221,All coral,7.4
East Tektite,29,2007,DSC_1229,All coral,0
East Tektite,30,2007,DSC_1222,All coral,10.9
East Tektite,31,2007,DSC_1234,All coral,2
East Tektite,32,2007,DSC_1239,All coral,1
East Tektite,33,2007,DSC_1233,All coral,5
East Tektite,34,2007,DSC_1241,All coral,5.1
East Tektite,35,2007,DSC_1255,All coral,11.7
East Tektite,36,2007,DSC_1243,All coral,0
East Tektite,37,2007,DSC_1254,All coral,4.1
East Tektite,38,2007,DSC_1244,All coral,2
East Tektite,39,2007,DSC_1236,All coral,12.5
East Tektite,40,2007,DSC_1238,All coral,0
Europa Bay,1,2007,DSC_1264,All coral,0
Europa Bay,2,2007,DSC_1282,All coral,1
Europa Bay,3,2007,DSC_1284,All coral,3.6
Europa Bay,4,2007,DSC_1300,All coral,0
Europa Bay,5,2007,DSC_1296,All coral,0
Europa Bay,6,2007,DSC_1301,All coral,0
Europa Bay,7,2007,DSC_1266,All coral,0
Europa Bay,8,2007,DSC_1270,All coral,22.6
Europa Bay,9,2007,DSC_1274,All coral,2.1
Europa Bay,10,2007,DSC_1293,All coral,5.1
Europa Bay,11,2007,DSC_1275,All coral,1.5
Europa Bay,12,2007,DSC_1299,All coral,0
Europa Bay,13,2007,DSC_1263,All coral,0
Europa Bay,14,2007,DSC_1268,All coral,2.6
Europa Bay,15,2007,DSC_1265,All coral,0
Europa Bay,16,2007,DSC_1271,All coral,8.1
Europa Bay,17,2007,DSC_1272,All coral,14.1
Europa Bay,18,2007,DSC_1283,All coral,3.6
Europa Bay,19,2007,DSC_1286,All coral,0
Europa Bay,20,2007,DSC_1298,All coral,0
Europa Bay,21,2007,DSC_1262,All coral,2
Europa Bay,22,2007,DSC_1269,All coral,0
Europa Bay,23,2007,DSC_1277,All coral,0.6
Europa Bay,24,2007,DSC_1288,All coral,2.6
Europa Bay,25,2007,DSC_1289,All coral,2.6
Europa Bay,26,2007,DSC_1291,All coral,1.5
Europa Bay,27,2007,DSC_1292,All coral,0
Europa Bay,28,2007,DSC_1281,All coral,0
Europa Bay,29,2007,DSC_1295,All coral,0
Europa Bay,30,2007,DSC_1267,All coral,2.1
Europa Bay,31,2007,DSC_1276,All coral,0
Europa Bay,32,2007,DSC_1280,All coral,3.1
Europa Bay,33,2007,DSC_1285,All coral,0
Europa Bay,34,2007,DSC_1287,All coral,2.1
Europa Bay,35,2007,DSC_1297,All coral,0.5
Europa Bay,36,2007,DSC_1278,All coral,0.5
Europa Bay,37,2007,DSC_1290,All coral,0
Europa Bay,38,2007,DSC_1294,All coral,3.6
Europa Bay,39,2007,DSC_1273,All coral,12.1
Europa Bay,40,2007,DSC_1279,All coral,0.5
Little Lameshur Bay,1,2007,DSC_1402,All coral,6.5
Little Lameshur Bay,2,2007,DSC_1406,All coral,0
Little Lameshur Bay,3,2007,DSC_1411,All coral,0
Little Lameshur Bay,4,2007,DSC_1432,All coral,0
Little Lameshur Bay,5,2007,DSC_1416,All coral,0.5
Little Lameshur Bay,6,2007,DSC_1418,All coral,0
Little Lameshur Bay,7,2007,DSC_1417,All coral,1
Little Lameshur Bay,8,2007,DSC_1437,All coral,0
Little Lameshur Bay,9,2007,DSC_1424,All coral,1
Little Lameshur Bay,10,2007,DSC_1436,All coral,0.5
Little Lameshur Bay,11,2007,DSC_1401,All coral,5.6
Little Lameshur Bay,12,2007,DSC_1412,All coral,0
Little Lameshur Bay,13,2007,DSC_1422,All coral,2.1
Little Lameshur Bay,14,2007,DSC_1425,All coral,0.6
Little Lameshur Bay,15,2007,DSC_1439,All coral,0.5
Little Lameshur Bay,16,2007,DSC_1415,All coral,0.5
Little Lameshur Bay,17,2007,DSC_1430,All coral,1
Little Lameshur Bay,18,2007,DSC_1399,All coral,2.1
Little Lameshur Bay,19,2007,DSC_1434,All coral,0
Little Lameshur Bay,20,2007,DSC_1435,All coral,0
Little Lameshur Bay,21,2007,DSC_1427,All coral,0
Little Lameshur Bay,22,2007,DSC_1420,All coral,0
Little Lameshur Bay,23,2007,DSC_1403,All coral,2.1
Little Lameshur Bay,24,2007,DSC_1414,All coral,0.5
Little Lameshur Bay,25,2007,DSC_1429,All coral,12.5
Little Lameshur Bay,26,2007,DSC_1431,All coral,1.6
Little Lameshur Bay,27,2007,DSC_1433,All coral,1.5
Little Lameshur Bay,28,2007,DSC_1426,All coral,0
Little Lameshur Bay,29,2007,DSC_1438,All coral,0
Little Lameshur Bay,30,2007,DSC_1428,All coral,0
Little Lameshur Bay,31,2007,DSC_1408,All coral,0
Little Lameshur Bay,32,2007,DSC_1423,All coral,0.5
Little Lameshur Bay,33,2007,DSC_1419,All coral,1.6
Little Lameshur Bay,34,2007,DSC_1413,All coral,0.5
Little Lameshur Bay,35,2007,DSC_1405,All coral,0
Little Lameshur Bay,36,2007,DSC_1421,All coral,0
Little Lameshur Bay,37,2007,DSC_1404,All coral,0
Little Lameshur Bay,38,2007,DSC_1407,All coral,0
Little Lameshur Bay,39,2007,DSC_1409,All coral,0
Little Lameshur Bay,40,2007,DSC_1410,All coral,0
Neptunes Table,1,2007,DSC_1180,All coral,1
Neptunes Table,2,2007,DSC_1181,All coral,0
Neptunes Table,3,2007,DSC_1189,All coral,0
Neptunes Table,4,2007,DSC_1196,All coral,5.1
Neptunes Table,5,2007,DSC_1210,All coral,1.5
Neptunes Table,6,2007,DSC_1188,All coral,1.1
Neptunes Table,7,2007,DSC_1187,All coral,1
Neptunes Table,8,2007,DSC_1211,All coral,1
Neptunes Table,9,2007,DSC_1204,All coral,0
Neptunes Table,10,2007,DSC_1193,All coral,2.6
Neptunes Table,11,2007,DSC_1201,All coral,0
Neptunes Table,12,2007,DSC_1215,All coral,2.1
Neptunes Table,13,2007,DSC_1183,All coral,1.6
Neptunes Table,14,2007,DSC_1191,All coral,0
Neptunes Table,15,2007,DSC_1197,All coral,0.5
Neptunes Table,16,2007,DSC_1176,All coral,7.3
Neptunes Table,17,2007,DSC_1200,All coral,0
Neptunes Table,18,2007,DSC_1184,All coral,0
Neptunes Table,19,2007,DSC_1202,All coral,0
Neptunes Table,20,2007,DSC_1206,All coral,2.9
Neptunes Table,21,2007,DSC_1214,All coral,0
Neptunes Table,22,2007,DSC_1208,All coral,0
Neptunes Table,23,2007,DSC_1213,All coral,3.4
Neptunes Table,24,2007,DSC_1192,All coral,0.5
Neptunes Table,25,2007,DSC_1194,All coral,2.7
Neptunes Table,26,2007,DSC_1199,All coral,0
Neptunes Table,27,2007,DSC_1209,All coral,0.5
Neptunes Table,28,2007,DSC_1178,All coral,0
Neptunes Table,29,2007,DSC_1186,All coral,0
Neptunes Table,30,2007,DSC_1179,All coral,0
Neptunes Table,31,2007,DSC_1182,All coral,0
Neptunes Table,32,2007,DSC_1203,All coral,9.7
Neptunes Table,33,2007,DSC_1198,All coral,0
Neptunes Table,34,2007,DSC_1195,All coral,0
Neptunes Table,35,2007,DSC_1212,All coral,2.1
Neptunes Table,36,2007,DSC_1205,All coral,0.6
Neptunes Table,37,2007,DSC_1177,All coral,10.7
Neptunes Table,38,2007,DSC_1185,All coral,1.5
Neptunes Table,39,2007,DSC_1190,All coral,0
Neptunes Table,40,2007,DSC_1207,All coral,1
White Point,1,2007,DSC_1353,All coral,1.5
White Point,2,2007,DSC_1358,All coral,1.6
White Point,3,2007,DSC_1368,All coral,2.3
White Point,4,2007,DSC_1371,All coral,0
White Point,5,2007,DSC_1372,All coral,17.9
White Point,6,2007,DSC_1380,All coral,2.1
White Point,7,2007,DSC_1383,All coral,1.1
White Point,8,2007,DSC_1388,All coral,5.9
White Point,9,2007,DSC_1350,All coral,0.6
White Point,10,2007,DSC_1376,All coral,1.6
White Point,11,2007,DSC_1378,All coral,12.9
White Point,12,2007,DSC_1384,All coral,1
White Point,13,2007,DSC_1391,All coral,0
White Point,14,2007,DSC_1390,All coral,6.7
White Point,15,2007,DSC_1355,All coral,2.5
White Point,16,2007,DSC_1360,All coral,2.6
White Point,17,2007,DSC_1361,All coral,3.6
White Point,18,2007,DSC_1382,All coral,2.1
White Point,19,2007,DSC_1366,All coral,3.1
White Point,20,2007,DSC_1369,All coral,1.5
White Point,21,2007,DSC_1370,All coral,12.8
White Point,22,2007,DSC_1374,All coral,4.3
White Point,23,2007,DSC_1365,All coral,2.6
White Point,24,2007,DSC_1389,All coral,34.9
White Point,25,2007,DSC_1352,All coral,3.3
White Point,26,2007,DSC_1364,All coral,8.8
White Point,27,2007,DSC_1373,All coral,3.6
White Point,28,2007,DSC_1385,All coral,1.6
White Point,29,2007,DSC_1354,All coral,4.6
White Point,30,2007,DSC_1359,All coral,1.6
White Point,31,2007,DSC_1362,All coral,8.7
White Point,32,2007,DSC_1351,All coral,1.6
White Point,33,2007,DSC_1357,All coral,1.6
White Point,34,2007,DSC_1381,All coral,8.4
White Point,35,2007,DSC_1375,All coral,5.9
White Point,36,2007,DSC_1379,All coral,0.6
White Point,37,2007,DSC_1363,All coral,9.1
White Point,38,2007,DSC_1386,All coral,6.7
White Point,39,2007,DSC_1367,All coral,5.1
White Point,40,2007,DSC_1377,All coral,0
White Point,41,2007,DSC_1387,All coral,1
Cabritte,1,2007,DSC_1313,Macroalgae,28.4
Cabritte,2,2007,DSC_1336,Macroalgae,17.1
Cabritte,3,2007,DSC_1337,Macroalgae,31.5
Cabritte,4,2007,DSC_1312,Macroalgae,45.4
Cabritte,5,2007,DSC_1335,Macroalgae,49.2
Cabritte,6,2007,DSC_1342,Macroalgae,82.5
Cabritte,7,2007,DSC_1317,Macroalgae,87
Cabritte,8,2007,DSC_1329,Macroalgae,75.6
Cabritte,9,2007,DSC_1311,Macroalgae,88.7
Cabritte,10,2007,DSC_1319,Macroalgae,89.5
Cabritte,11,2007,DSC_1332,Macroalgae,36.5
Cabritte,12,2007,DSC_1333,Macroalgae,63.9
Cabritte,13,2007,DSC_1341,Macroalgae,75.4
Cabritte,14,2007,DSC_1318,Macroalgae,65.1
Cabritte,15,2007,DSC_1310,Macroalgae,76.9
Cabritte,16,2007,DSC_1340,Macroalgae,73.5
Cabritte,17,2007,DSC_1324,Macroalgae,35.9
Cabritte,18,2007,DSC_1334,Macroalgae,61.9
Cabritte,19,2007,DSC_1322,Macroalgae,51.6
Cabritte,20,2007,DSC_1327,Macroalgae,50.5
Cabritte,21,2007,DSC_1315,Macroalgae,54.5
Cabritte,22,2007,DSC_1314,Macroalgae,79.4
Cabritte,23,2007,DSC_1308,Macroalgae,77
Cabritte,24,2007,DSC_1316,Macroalgae,33.7
Cabritte,25,2007,DSC_1338,Macroalgae,39
Cabritte,26,2007,DSC_1309,Macroalgae,80.8
Cabritte,27,2007,DSC_1321,Macroalgae,78.1
Cabritte,28,2007,DSC_1326,Macroalgae,27.1
Cabritte,29,2007,DSC_1339,Macroalgae,78.4
Cabritte,30,2007,DSC_1320,Macroalgae,53
Cabritte,31,2007,DSC_1328,Macroalgae,70.8
Cabritte,32,2007,DSC_1330,Macroalgae,66.7
Cabritte,33,2007,DSC_1331,Macroalgae,50.5
Cabritte,34,2007,DSC_1323,Macroalgae,41.3
Cabritte,35,2007,DSC_1325,Macroalgae,93.8
East Tektite,1,2007,DSC_1219,Macroalgae,44.7
East Tektite,2,2007,DSC_1220,Macroalgae,66
East Tektite,3,2007,DSC_1226,Macroalgae,51
East Tektite,4,2007,DSC_1251,Macroalgae,5
East Tektite,5,2007,DSC_1225,Macroalgae,45
East Tektite,6,2007,DSC_1248,Macroalgae,81.8
East Tektite,7,2007,DSC_1230,Macroalgae,34.5
East Tektite,8,2007,DSC_1242,Macroalgae,41
East Tektite,9,2007,DSC_1224,Macroalgae,30.7
East Tektite,10,2007,DSC_1232,Macroalgae,72.5
East Tektite,11,2007,DSC_1245,Macroalgae,62
East Tektite,12,2007,DSC_1246,Macroalgae,38.4
East Tektite,13,2007,DSC_1249,Macroalgae,46.5
East Tektite,14,2007,DSC_1231,Macroalgae,32
East Tektite,15,2007,DSC_1257,Macroalgae,53.6
East Tektite,16,2007,DSC_1223,Macroalgae,61.2
East Tektite,17,2007,DSC_1237,Macroalgae,66.5
East Tektite,18,2007,DSC_1247,Macroalgae,28.1
East Tektite,19,2007,DSC_1250,Macroalgae,23
East Tektite,20,2007,DSC_1256,Macroalgae,46.2
East Tektite,21,2007,DSC_1218,Macroalgae,40.2
East Tektite,22,2007,DSC_1235,Macroalgae,48.5
East Tektite,23,2007,DSC_1240,Macroalgae,83
East Tektite,24,2007,DSC_1228,Macroalgae,5
East Tektite,25,2007,DSC_1227,Macroalgae,0
East Tektite,26,2007,DSC_1252,Macroalgae,63.5
East Tektite,27,2007,DSC_1253,Macroalgae,59
East Tektite,28,2007,DSC_1221,Macroalgae,34.2
East Tektite,29,2007,DSC_1229,Macroalgae,21
East Tektite,30,2007,DSC_1222,Macroalgae,64.8
East Tektite,31,2007,DSC_1234,Macroalgae,66.8
East Tektite,32,2007,DSC_1239,Macroalgae,46.7
East Tektite,33,2007,DSC_1233,Macroalgae,81
East Tektite,34,2007,DSC_1241,Macroalgae,59
East Tektite,35,2007,DSC_1255,Macroalgae,32.5
East Tektite,36,2007,DSC_1243,Macroalgae,74
